_id,nombre,frec,edad_media
1612,SERGIO FRANCISCO,20,42.15
1613,SERGIO JESUS,20,39.15
1614,SERGIO OMAR,20,36.8
1615,SERGIO RENE,20,40.55
1616,UVALDO,20,44.75
1617,VICTOR GABRIEL,20,41.8
1618,VICTOR JOSE,20,40.25
1619,ABENAMAR,19,46
1620,ABRAHAN,19,40.37
1621,ALCIDES,19,46.68
1622,ALDRIN,19,31.58
1623,ALEXANDRO,19,34.74
1624,CARLOS ALBE,19,37.16
1625,CARLOS ARIEL,19,41.95
1626,CARLOS HECTOR,19,44.05
1627,CARLOS ISRAEL,19,32.21
1628,CIRENIO,19,48.63
1629,DAVID ARTURO,19,40.47
1630,EDGAR HUMBERTO,19,35.26
1631,EDI,19,44.28
1632,EDUARDO ALBERTO,19,38.26
1633,EDUARDO ENRIQUE,19,41.21
1634,ENOCH,19,40.32
1635,ENRIQUE ANTONIO,19,47.5
1636,ERUBIEL,19,38.63
1637,EUSTOLIO,19,50.89
1638,FRANCISCO EDUARDO,19,46.68
1639,GABRIEL DE JESUS,19,38.11
1640,GABRIEL JESUS,19,37.79
1641,GADIEL,19,36.58
1642,GALO,19,43.21
1643,GERARDO FRANCISCO,19,45.11
1644,GERVACIO,19,47
1645,HECTOR ALFREDO,19,40.63
1646,HECTOR RENE,19,38.74
1647,HECTOR RUBEN,19,45.58
1648,IRVIN,19,30.16
1649,J FRANCISCO,19,52.11
1650,J REYES,19,49.26
1651,J. ANTONIO,19,50.05
1652,JAIME FRANCISCO,19,40.79
1653,JAVIER ALBERTO,19,40.74
1654,JORGE GERARDO,19,42.63
1655,JOSE EMMANUEL,19,27.58
1656,JOSE FERMIN,19,46.58
1657,JOSE SALOMON,19,43.95
1658,JOSE SOCORRO,19,49.47
1659,JOSE URIEL,19,36.11
1660,JUAN DIOS,19,45.95
1661,JUAN HECTOR,19,43.84
1662,JUAN MANU,19,47.42
1663,JUAN RUBEN,19,43.95
1664,JULIO EDUARDO,19,40.32
1665,LIDIO,19,44.58
1666,LUIS FABIAN,19,33.79
1667,MARIO ALBERT,19,45.53
1668,MARIO ANGEL,19,40.53
1669,MICHAEL,19,31.71
1670,MIGUEL AGUSTIN,19,48
1671,MIGUEL ARCANGEL,19,43.32
1672,MIGUEL JESUS,19,40.16
1673,NAIN,19,39.7
1674,OMAR ALBERTO,19,33.16
1675,OSCAR JESUS,19,38.37
1676,PASCACIO,19,49.58
1677,PEDRO MARTIN,19,44.79
1678,PEDRO RAFAEL,19,40.11
1679,RAFAEL ENRIQUE,19,39.95
1680,RAMON ALEJANDRO,19,31.37
1681,RAMON ANGEL,19,42.32
1682,RAMON ARTURO,19,44.05
1683,RAMON EDUARDO,19,39.53
1684,RAUL FERNANDO,19,39.68
1685,RAUL FRANCISCO,19,40.37
1686,REVERIANO,19,45
1687,RONALDO,19,43.37
1688,RUBIEL,19,38.37
1689,SERGIO OCTAVIO,19,44.47
1690,WALDO,19,44.21
1691,WILVER,19,32.89
1692,YGNACIO,19,49.42
1693,ALEJANDRO JAVIER,18,39.11
1694,ANGEL EDUARDO,18,38.94
1695,ANGEL FERNANDO,18,38.44
1696,ANGEL JESUS,18,35.78
1697,ANGEL OMAR,18,33.11
1698,ANGEL RICARDO,18,37.72
1699,ARMANDO JAVIER,18,45.83
1700,ARMIN,18,42.61
1701,CARALAMPIO,18,44.78
1702,CARLOS ALBERT,18,37.74
1703,CARLOS SALVADOR,18,38.94
1704,CESAR DANIEL,18,33.06
1705,CESAR GERARDO,18,39.44
1706,CESAR GUADALUPE,18,39.89
1707,DANIEL IVAN,18,30.56
1708,DANNY,18,31.85
1709,DAVID FERNANDO,18,37.94
1710,DAVID GERARDO,18,36.94
1711,DAVID ISRAEL,18,31.94
1712,DIEGO ALEJANDRO,18,28.17
1713,EDGAR ISRAEL,18,33.83
1714,EDGAR MIGUEL,18,34.28
1715,EPITACIO,18,49.89
1716,EUFEMIO,18,48.44
1717,FRANCISCO ALONSO,18,38.67
1718,GERARDO ALEJANDRO,18,38.94
1719,GUSTAVO ALEJANDRO,18,33.06
1720,HECTOR GUILLERMO,18,44.61
1721,HECTOR JAIME,18,43.67
1722,JAIME HUMBERTO,18,41.37
1723,JAIME SALVADOR,18,44.17
1724,JESUS DEL CARMEN,18,42.25
1725,JESUS GUSTAVO,18,35.39
1726,JESUS ISMAEL,18,37.72
1727,JESUS NOE,18,34.39
1728,JOAQUIN ALBERTO,18,41.11
1729,JORGE ANGEL,18,40.83
1730,JORGE HUGO,18,38.89
1731,JORGE RENE,18,39.44
1732,JORGE ULISES,18,38
1733,JOSE ALFRED,18,48.83
1734,JOSE DE JE,18,48.06
1735,JOSE DELFINO,18,43
1736,JOSE FAUSTINO,18,45.33
1737,JOSE GASPAR,18,44.5
1738,JOSE MARCELO,18,48.56
1739,JOSE SILVESTRE,18,48.17
1740,JUAN LEONARDO,18,40.22
1741,JUAN LORENZO,18,40.72
1742,JUAN MANUE,18,46.06
1743,JUAN RODOLFO,18,41.72
1744,LUIS ADOLFO,18,42.11
1745,LUIS EDGAR,18,35.89
1746,LUIS JOEL,18,40.56
1747,MANUEL FERNANDO,18,41.39
1748,MANUEL JOSE,18,45.67
1749,MARCO A,18,51.56
1750,MAXIMIANO,18,47.72
1751,MIGUEL ALFREDO,18,39.44
1752,MIGUEL ARMANDO,18,38.39
1753,NIVARDO,18,49.94
1754,OMAR ANTONIO,18,33.33
1755,OMAR ENRIQUE,18,34.67
1756,OMAR IVAN,18,31.89
1757,OSCAR ALFREDO,18,35.89
1758,OSCAR DE JESUS,18,36
1759,OSCAR GUADALUPE,18,38.44
1760,PEDRO EDUARDO,18,35.11
1761,PLINIO,18,42.83
1762,RAMON MARTIN,18,44.72
1763,RAUL ANGEL,18,44.44
1764,ROBERTO ARTURO,18,42.72
1765,ROMEL,18,39.74
1766,RUBEN EDUARDO,18,37.89
1767,SENEN,18,48.3
1768,SERGIO ALFONSO,18,40.56
1769,ULICES,18,39.63
1770,VICTOR ADRIAN,18,36.06
1771,VICTOR MA,18,44.94
1772,VICTORICO,18,48.67
1773,ABDIAS,17,42.8
1774,ALEJANDRO ANTONIO,17,40.71
1775,AMAURI,17,41.83
1776,CARLOS EMILIO,17,39.18
1777,CARLOS GILBERTO,17,39.35
1778,CARLOS GUILLERMO,17,36.06
1779,CESAR GABRIEL,17,35.41
1780,CHRISTIAN ALBERTO,17,29.41
1781,DANIEL ARMANDO,17,39.41
1782,DANIEL JESUS,17,38.24
1783,DAVID ALFONSO,17,33.29
1784,DAVID GUSTAVO,17,35.29
1785,EDGAR DAVID,17,31.88
1786,EDUARDO FRANCISCO,17,41.47
1787,EFIGENIO,17,51.35
1788,EMMANUEL ALEJANDRO,17,28.35
1789,ERMILO,17,50.82
1790,EUCLIDES,17,38.56
1791,FCO,17,52.06
1792,FERNANDO JOSE,17,45.65
1793,FRANCISCO RAUL,17,39.82
1794,GIBRAN,17,27.53
1795,GILBERTO DE JESUS,17,40.41
1796,GUSTAVO ALBERTO,17,34.71
1797,HUGO ERNESTO,17,39.65
1798,IRENEO,17,46.47
1799,J ANGEL,17,48.41
1800,J INES,17,52.18
1801,JAIR DE JESUS,17,31.82
1802,JESUS AGUSTIN,17,39.41
1803,JESUS EFREN,17,43.06
1804,JESUS ESTEBAN,17,39.47
1805,JESUS GILBERTO,17,44.88
1806,JESUS ORLANDO,17,34.65
1807,JORGE ABRAHAM,17,39.41
1808,JORGE AUGUSTO,17,38.59
1809,JORGE EMILIO,17,39.12
1810,JORGE ISMAEL,17,39.88
1811,JOSE ARNOLDO,17,43.53
1812,JOSE ARTEMIO,17,45.12
1813,JOSE BALTAZAR,17,44.47
1814,JOSE ELOY,17,43.06
1815,JOSE LUZ,17,49.29
1816,JOSE VENTURA,17,52.06
1817,JOSE VIDAL,17,45
1818,JUAN CESAR,17,37.41
1819,JUAN GUALBERTO,17,41.71
1820,LUIS DEMETRIO,17,42.59
1821,LUIS GERMAN,17,43.59
1822,LUIS HORACIO,17,39.76
1823,MALAQUIAS,17,46.28
1824,MANUEL MARTIN,17,43.76
1825,MARCOS ALEJANDRO,17,36.41
1826,MARIO GUADALUPE,17,46.53
1827,MARIO MARTIN,17,45.18
1828,MARTIMIANO,17,46.76
1829,MAURO ALBERTO,17,41.71
1830,MIGUEL FERNANDO,17,43.29
1831,MIGUEL HUMBERTO,17,43.24
1832,OSCAR OCTAVIO,17,44.35
1833,PEDRO ANGEL,17,39.94
1834,PRAXEDIS,17,45.24
1835,RAFAEL ANGEL,17,49.41
1836,RAFAEL DE JESUS,17,37
1837,RAMON HUMBERTO,17,44.24
1838,RANFERI,17,42.44
1839,RAZIEL,17,30.59
1840,ROBERTO EDUARDO,17,36.06
1841,RUBEN ENRIQUE,17,40.47
1842,SERGIO DANIEL,17,33.12
1843,SERGIO GUADALUPE,17,40.47
1844,SERGIO RAMON,17,43.06
1845,SERGIO RAUL,17,38
1846,SIDRONIO,17,47.12
1847,SIGFRIDO,17,45.06
1848,SIMITRIO,17,47.24
1849,VICTOR ALONSO,17,33.76
1850,VICTOR ARTURO,17,35.06
1851,ABIEL,16,43.59
1852,ALDO IVAN,16,30.69
1853,ANDRES AVELINO,16,52.25
1854,ANGEL ENRIQUE,16,41.19
1855,ANGEL GERARDO,16,41.06
1856,ANTONIO GUADALUPE,16,35.81
1857,ANUAR,16,37.38
1858,ARISTOTELES,16,36.65
1859,ARON,16,41.75
1860,CARLOS ABRAHAM,16,29.44
1861,CARLOS JOAQUIN,16,40.06
1862,CARLOS RICARDO,16,35
1863,CESAR ALONSO,16,33.69
1864,CESAR FERNANDO,16,37.44
1865,CESAR GUSTAVO,16,37.44
1866,CESARIO,16,48.06
1867,CIRIACO,16,51.25
1868,CLEOFAS,16,48.92
1869,DE JESUS,16,50.43
1870,EDGAR FERNANDO,16,36.44
1871,EDUARDO DANIEL,16,27.06
1872,EDUARDO RAFAEL,16,38.31
1873,ELIDIO,16,46.81
1874,FELIX ANTONIO,16,43.25
1875,FELIX ENRIQUE,16,41.19
1876,FERNANDO JESUS,16,41.5
1877,GABRIEL ALBERTO,16,35.44
1878,GUILLERMO ENRIQUE,16,42
1879,HECTOR ARTURO,16,44.88
1880,HECTOR GABRIEL,16,41.19
1881,HECTOR IGNACIO,16,43.19
1882,HECTOR OCTAVIO,16,43.38
1883,HERCULANO,16,51.35
1884,HUGO ALFREDO,16,37.94
1885,HUGO LUIS,16,44.94
1886,J MANUEL,16,49.94
1887,J. NATIVIDAD,16,52.5
1888,JESUS FELIPE,16,36.81
1889,JESUS RAMIRO,16,38.69
1890,JESUS SERGIO,16,42.69
1891,JOSE AMADO,16,45.94
1892,JOSE APOLINAR,16,47.56
1893,JOSE DE LOS SANTOS,16,44.81
1894,JOSE DEMETRIO,16,46.76
1895,JOSE EDGARDO,16,42.38
1896,JOSE ERASMO,16,47
1897,JOSE GABINO,16,45.44
1898,JOSE HERNAN,16,47.19
1899,JOSE LUCIANO,16,45.25
1900,JOSE NIEVES,16,46
1901,JUAN DOMINGO,16,43.88
1902,JUAN EDGAR,16,35.12
1903,JUAN EMILIO,16,46.69
1904,JUAN PAULO,16,34.94
1905,JUAN ROMAN,16,41.31
1906,LOPEZ,16,45.8
1907,MANUEL GUADALUPE,16,43.76
1908,MANUEL RAMON,16,46.31
1909,MARIO MANUEL,16,42.38
1910,MARTIN ARTURO,16,45.5
1911,NEPHTALI,16,36.88
1912,NICACIO,16,46.25
1913,ODIN,16,39.12
1914,OLAF,16,39
1915,OSCAR MARIO,16,41.94
1916,OSEAS,16,43.88
1917,OSMAR,16,38.31
1918,PEDRO GERARDO,16,46.19
1919,PEDRO RAMON,16,43.12
1920,RANGEL,16,39.19
1921,RAUL DE JESUS,16,41.5
1922,RENE ALEJANDRO,16,38.06
1923,RODOLFO ALEJANDRO,16,41.38
1924,ROGER ANTONIO,16,45.31
1925,RUBEN ALBERTO,16,42.94
1926,SALUSTIO,16,46.81
1927,VICTOR IVAN,16,29.94
1928,WILSON,16,37.94
1929,ALBERTO MANUEL,15,43.93
1930,ALEJANDR,15,44.14
1931,ALEJANDRO IVAN,15,34.47
1932,ALI,15,38.05
1933,ALONZO,15,42.4
1934,AMAURY,15,39.12
1935,AMIR,15,41.18
1936,AMOS,15,42.8
1937,ANGEL GUADALUPE,15,35.56
1938,ANTONIO MANUEL,15,47.53
1939,BALBINO,15,48.13
1940,CARLOS AGUSTIN,15,41.81
1941,CARLOS EMMANUEL,15,29.13
1942,CARLOS FABIAN,15,35.8
1943,CARLOS LUIS,15,40.93
1944,CARLOS NOE,15,40.2
1945,CESAR FRANCISCO,15,37.27
1946,CESAR RAFAEL,15,34.07
1947,CRISOGONO,15,44.47
1948,DAVID HUMBERTO,15,43.93
1949,EDGAR GUADALUPE,15,31.33
1950,EDUARDO ARTURO,15,44.27
1951,ERNESTO ANTONIO,15,39.13
1952,EULISES,15,37.2
1953,FELIPE ALBERTO,15,41.87
1954,FELIPE ANGEL,15,41.73
1955,FELIPE DE JESU,15,48.27
1956,FELIX ALBERTO,15,39.13
1957,FIDEL ALEJANDRO,15,41.07
1958,FRANCISCO GUILLERMO,15,44.87
1959,FRANCISCO IVAN,15,31.07
1960,GABRIEL ANGEL,15,41.53
1961,GABRIEL ENRIQUE,15,39.27
1962,GILBERTO ANTONIO,15,40.47
1963,GUSTAVO ARTURO,15,42.6
1964,HABACUC,15,40.65
1965,HERNANDEZ,15,43.3
1966,HOMAR,15,38.47
1967,HUGO DANIEL,15,30.13
1968,HUGO FERNANDO,15,41.2
1969,IVAN ISRAEL,15,32.4
1970,JACIEL,15,32.93
1971,JAIME JAVIER,15,41.2
1972,JAIME LUIS,15,44.67
1973,JESUS ABEL,15,39.73
1974,JESUS ARNOLDO,15,43.67
1975,JESUS ELIAS,15,38
1976,JESUS HERIBERTO,15,34.73
1977,JESUS JAIME,15,39.6
1978,JESUS LUIS,15,50.6
1979,JOAQUIN ANTONIO,15,41.67
1980,JOEL ARMANDO,15,36.53
1981,JORGE ELIAS,15,41.6
1982,JOSE BERNARDINO,15,44.33
1983,JOSE CUPERTINO,15,44.73
1984,JOSE DAMIAN,15,36.27
1985,JOSE DE J,15,45.13
1986,JOSE DIEGO,15,41.13
1987,JOSE GUADAL,15,49.62
1988,JOSE LAZARO,15,46.87
1989,JOSE LEOBARDO,15,41.13
1990,JOSE LUI,15,47.47
1991,JOSE NORBERTO,15,43.33
1992,JOSE PORFIRIO,15,47.4
1993,JOSE SEBASTIAN,15,38.67
1994,JUAN ADRIAN,15,39.73
1995,JUAN ALONSO,15,41.8
1996,JUAN CRUZ,15,50.6
1997,JUAN OCTAVIO,15,40.93
1998,JUAN SANTIAGO,15,45.2
1999,JUANITO,15,42.6
2000,LIMBERG,15,44.2
2001,LUIS GONZALO,15,44.4
2002,MANUEL IGNACIO,15,41.33
2003,MANUEL IVAN,15,32.67
2004,MARIO GABRIEL,15,42.27
2005,MARTIN HUMBERTO,15,43.93
2006,MARTIN MANUEL,15,44.73
2007,MELVIN,15,33.38
2008,MOCTEZUMA,15,38.88
2009,OCTAVIO CESAR,15,41.87
2010,ONECIMO,15,48.07
2011,OSCAR ROBERTO,15,43.53
2012,PACIANO,15,48.13
2013,PAULO SERGIO,15,33.2
2014,PEDRO ALONSO,15,39.4
2015,PEDRO IGNACIO,15,44.07
2016,PEDRO JUAN,15,48.87
2017,RAMON FERNANDO,15,41
2018,REMEDIOS,15,45.22
2019,RICARDO ALEJANDRO,15,37.47
2020,RICARDO CESAR,15,38.73
2021,ROGER ARMANDO,15,49.4
2022,RUBEN OMAR,15,30.2
2023,SADOT,15,46.62
2024,SEFERINO,15,46.07
2025,SERGIO FERNANDO,15,42.07
2026,SERGIO RICARDO,15,39.8
2027,SERGIO ROBERTO,15,42.6
2028,STALIN,15,36.6
2029,UZZIEL,15,35.53
2030,WILIBALDO,15,39.67
2031,YSMAEL,15,47.47
2032,ZENEN,15,45.65
2033,ALBERTO ALEJANDRO,14,39.21
2034,ALBERTO ENRIQUE,14,41.5
2035,ALBERTO JAVIER,14,44.21
2036,ALBERTO JOSE,14,40.93
2037,ALEJANDRO ALBERTO,14,38.43
2038,ALEJANDRO CESAR,14,45.14
2039,ALEJANDRO ENRIQUE,14,43.79
2040,ALFREDO DE JESUS,14,33.43
2041,ALVARO ANTONIO,14,40.71
2042,AMALIO,14,49.21
2043,AMIN,14,39.47
2044,ANGEL RAFAEL,14,36.21
2045,ANTERO,14,49.14
2046,ARBEY,14,41.64
2047,ARGIMIRO,14,49.57
2048,ARTURO DE JESUS,14,37.79
2049,ATANASIO,14,54.07
2050,CARLOS MAURICIO,14,37.79
2051,CESAR ALFONSO,14,39.71
2052,CESAR ISRAEL,14,34.86
2053,CHRISTOPHER,14,30.14
2054,DAVID ALONSO,14,36.21
2055,DAVID JESUS,14,41.21
2056,DAVID RICARDO,14,42.5
2057,EDGAR ALFONSO,14,33.14
2058,EDUARDO MANUEL,14,38.79
2059,ELEODORO,14,46.5
2060,ELIER,14,33.86
2061,ELIESER,14,41.14
2062,ELIU,14,38
2063,ENRIQUE ALONSO,14,43.93
2064,ERICK DANIEL,14,28
2065,ERICK OMAR,14,32.43
2066,ERNESTO DE JESUS,14,38.64
2067,ERNESTO JAVIER,14,44.93
2068,FELIPE DE J,14,50.07
2069,FERNANDO ARTURO,14,41.71
2070,FRANCISCO DAVID,14,37.71
2071,FRED,14,36.79
2072,GERARDO JESUS,14,44.43
2073,GIOVANI,14,29.94
2074,GUILLERMO ARTURO,14,38.64
2075,HECTOR RICARDO,14,40.64
2076,HECTOR ULISES,14,37.43
2077,HEDILBERTO,14,44.5
2078,HUGO JAVIER,14,43.07
2079,ISAC,14,45.07
2080,J ALFREDO,14,49.93
2081,J MERCED,14,49.87
2082,J SOCORRO,14,54
2083,J. DOLORES,14,53.5
2084,JAHAZIEL,14,31.79
2085,JAIME IVAN,14,29.57
2086,JAIME JESUS,14,42.93
2087,JAIME MANUEL,14,43.07
2088,JAVIER FERNANDO,14,38.07
2089,JESUS AARON,14,36.14
2090,JESUS ADAN,14,34.71
2091,JESUS EFRAIN,14,42
2092,JESUS JOEL,14,40.93
2093,JESUS LORENZO,14,38
2094,JESUS RUBEN,14,44.93
2095,JHONNY,14,32.79
2096,JORGE ALBE,14,38.21
2097,JORGE FEDERICO,14,42.57
2098,JORGE GUILLERMO,14,43.64
2099,JOSE BALDEMAR,14,42.93
2100,JOSE BERNABE,14,48.79
2101,JOSE ENCARNACION,14,48.71
2102,JOSE EVERARDO,14,45.93
2103,JOSE MARCIAL,14,45
2104,JOSE MERCEDES,14,48.43
2105,JOSIAS,14,40.57
2106,JOSUE ISRAEL,14,32
2107,JUAN FRANCISC,14,43.86
2108,JUAN MAURICIO,14,41
2109,JUAN ROGELIO,14,45.93
2110,JUAN SEBASTIAN,14,36.64
2111,JUAN UBALDO,14,47.57
2112,JULIO ERNESTO,14,40.43
2113,LUIS JAIME,14,41.86
2114,LUIS ROGELIO,14,41
2115,MANUEL ADRIAN,14,31.43
2116,MANUEL ERNESTO,14,40.79
2117,MARCOS ALBERTO,14,37.5
2118,MARIO GERARDO,14,46.71
2119,MARIO RAFAEL,14,48.57
2120,MARTIN RAFAEL,14,45.36
2121,MARTIN RAMON,14,41.21
2122,MARTINEZ,14,45.88
2123,MOISES ALEJANDRO,14,39.71
2124,NICOMEDES,14,50.06
2125,ODON,14,52.93
2126,OMAR DAVID,14,31.79
2127,OMAR ISRAEL,14,33.43
2128,OSCAR RAFAEL,14,40.79
2129,OTON,14,47.14
2130,PABLO ARTURO,14,39.43
2131,POLICARPIO,14,47.14
2132,PROCOPIO,14,45.79
2133,ROBERT,14,38.14
2134,ROBERTO ENRIQUE,14,41.14
2135,RODIMIRO,14,44.79
2136,ROOSEVELT,14,38.6
2137,RUDY,14,40.75
2138,SARAIN,14,40.43
2139,TOMAS ENRIQUE,14,39.07
2140,USIEL,14,33.07
2141,VICTOR ANGEL,14,43.29
2142,VICTOR ISRAEL,14,32.86
2143,VICTOR LUIS,14,46.43
2144,WILBERTO,14,41.86
2145,YAHIR,14,30.93
2146,YURI,14,34.98
2147,ABIGAIL,13,35.79
2148,ALBARO,13,42.23
2149,ALBERTANO,13,49.31
2150,ALBERTO DE JESUS,13,43.23
2151,ALEJANDRO GUADALUPE,13,38.77
2152,ANGEL JOSE,13,45.46
2153,ANGEL MARTIN,13,43.92
2154,ANTONIO ENRIQUE,13,40.08
2155,ANTONIO FRANCISCO,13,48.77
2156,ARMANDO DE JESUS,13,34.54
2157,ARTURO ENRIQUE,13,41.92
2158,AUDENCIO,13,47
2159,BALTASAR,13,46.15
2160,BELTRAN,13,47.85
2161,CARLOS ADOLFO,13,34.92
2162,CARLOS EUGENIO,13,42.46
2163,CARLOS LEONEL,13,42.31
2164,CASTO,13,44.31
2165,CERVANDO,13,44.92
2166,CESAR ULISES,13,33.31
2167,CHRISTIAN ALEJANDRO,13,27.92
2168,CHRISTIAN JESUS,13,29.38
2169,CHRISTIAN OMAR,13,29.54
2170,CRISTIAN IVAN,13,29.31
2171,DANIEL OMAR,13,32.15
2172,DIEGO ANTONIO,13,30.31
2173,DONALDO,13,46.08
2174,EDGAR OSWALDO,13,33.85
2175,EDUARDO JESUS,13,40.54
2176,EDWARD,13,32
2177,EDWIN JESUS,13,29.62
2178,EMELIO,13,42.46
2179,FABIO,13,43.31
2180,FAVIAN,13,39.69
2181,FELIPE DE JES,13,47.77
2182,FELIPE JAVIER,13,45.85
2183,FRANCISCO ROMAN,13,38.54
2184,FRANCISCO SALVADOR,13,42.08
2185,GENOVEVO,13,53.46
2186,GERARDO MANUEL,13,43.77
2187,GUMECINDO,13,46.15
2188,GUMESINDO,13,49.46
2189,GUSTAVO ALFONSO,13,38.92
2190,GUSTAVO EDUARDO,13,41.38
2191,HECTOR ADRIAN,13,32.62
2192,HECTOR SAUL,13,38.77
2193,HUGO FRANCISCO,13,38.38
2194,IGNACIO ANTONIO,13,46.54
2195,ISAUL,13,48.62
2196,IVAN OMAR,13,39.85
2197,J ROSARIO,13,50.86
2198,JAIME ALFREDO,13,45
2199,JAIME DANIEL,13,38.62
2200,JESUS BALTAZAR,13,37.08
2201,JESUS BERNARDO,13,37.38
2202,JESUS DARIO,13,38.92
2203,JESUS GONZALO,13,40.5
2204,JESUS VICENTE,13,47.15
2205,JHONATAN,13,28.62
2206,JORGE ABEL,13,39.46
2207,JORGE ADOLFO,13,41.08
2208,JORGE ALBER,13,39.23
2209,JORGE AURELIO,13,47.69
2210,JORGE GILBERTO,13,42.46
2211,JOSE CLEMENTE,13,44.46
2212,JOSE CRISTOBAL,13,44.08
2213,JOSE CUTBERTO,13,47.54
2214,JOSE EDILBERTO,13,44.85
2215,JOSE FLORENTINO,13,38.23
2216,JOSE FRANCIS,13,46.23
2217,JOSE MA,13,48.54
2218,JOSE MANUE,13,43.54
2219,JOSE ODILON,13,51.46
2220,JOSE RUFINO,13,46.08
2221,JOSELINO,13,42.77
2222,JOSUE MANUEL,13,30.38
2223,JUAN ANTON,13,47.54
2224,JUAN CRISOSTOMO,13,53
2225,JUAN TOMAS,13,44.54
2226,JULIAN ANTONIO,13,38.15
2227,JULIO FRANCISCO,13,43.46
2228,JUSTINIANO,13,41.38
2229,LIZANDRO,13,40.38
2230,LUIS ABRAHAM,13,37.15
2231,LUIS AUGUSTO,13,44.62
2232,LUIS EMILIO,13,37.08
2233,LUIS GREGORIO,13,38.15
2234,LUIS MAURICIO,13,39.62
2235,LUIS ORLANDO,13,39.46
2236,LUIS PABLO,13,39.54
2237,LUIS SANTIAGO,13,37.38
2238,MANRIQUE,13,42.31
2239,MANUEL ROBERTO,13,40.77
2240,MARCO AN,13,40.23
2241,MARCOS MANUEL,13,42.15
2242,MARIO RAMON,13,42.08
2243,MARTIN ALFREDO,13,44.69
2244,MARTIN ERNESTO,13,43.38
2245,MARTIN ROBERTO,13,46.15
2246,MAURO ANTONIO,13,42.62
2247,MERCED,13,46.27
2248,NERI,13,37.72
2249,NESTOR IVAN,13,29.23
2250,NOE DE JESUS,13,38.31
2251,OMAR JESUS,13,37.23
2252,OSCAR FABIAN,13,36.15
2253,OSCAR GABRIEL,13,38.31
2254,OSCAR IGNACIO,13,42.38
2255,OSCAR SAUL,13,38.31
2256,OSMAN,13,40.85
2257,PABLO JOSE,13,38.62
2258,PEDRO ARMANDO,13,45.31
2259,PEDRO ERNESTO,13,39.77
2260,PEDRO HUGO,13,41.31
2261,PILAR,13,42.27
2262,POMPEYO,13,46.85
2263,RAMON ERNESTO,13,41.77
2264,RAMON RAFAEL,13,42.85
2265,RICARDO ALONSO,13,38.23
2266,RICARDO JESUS,13,45.69
2267,ROBERTO IVAN,13,31.31
2268,ROBERTO JESUS,13,42.62
2269,ROLDAN,13,41.54
2270,RONAY,13,40.85
2271,RUBEN FRANCISCO,13,42.23
2272,SERGIO ABRAHAM,13,33
2273,TEODOSIO,13,51.23
2274,TOLENTINO,13,47
2275,VICENCIO,13,47.15
2276,VILIULFO,13,47.62
2277,WILLIAM DE JESUS,13,40.69
2278,WILLIAN,13,36.69
2279,YONATAN,13,28
2280,ADIN,12,43.08
2281,ADRIAN JESUS,12,35.67
2282,ALEJANDRO DANIEL,12,36.08
2283,ANDRES ALEJANDRO,12,37.08
2284,ANDY,12,32.6
2285,ANGEL ALEJANDRO,12,35.58
2286,ANGEL CESAR,12,40.92
2287,APOLO,12,35.42
2288,ARMANDO JESUS,12,38.83
2289,ARNALDO,12,50.08
2290,AROLDO,12,40.75
2291,BENANCIO,12,44.42
2292,BERZAIN,12,46.75
2293,BOANERGES,12,44.25
2294,CARLOS ALBER,12,35.5
2295,CARLOS BENJAMIN,12,37.75
2296,CARLOS FEDERICO,12,37.08
2297,CARLOS URIEL,12,29.33
2298,CESAR ALFREDO,12,35.42
2299,CESAR ERNESTO,12,36.92
2300,CESAR JESUS,12,35.92
2301,CESAR LUIS,12,31.83
2302,CESAR RAUL,12,43.08
2303,CONSUELO,12,45.84
2304,CRUZ ALBERTO,12,37.67
2305,CRUZ ANTONIO,12,40.5
2306,CRUZ MANUEL,12,42.42
2307,EDDIE,12,37.46
2308,EDGAR ALONSO,12,30.75
2309,EDGAR MARTIN,12,33.08
2310,EDITH,12,39.52
2311,EDUARDO GUADALUPE,12,43.75
2312,EDUARDO MARTIN,12,44.5
2313,ENRIQUE ARTURO,12,44.5
2314,ENRIQUE OCTAVIO,12,41.5
2315,ERVEY,12,46.83
2316,ESDRAS,12,38.75
2317,ESTEBAN DE JESUS,12,31.17
2318,FELIX MANUEL,12,42.17
2319,FERNANDO DANIEL,12,32.08
2320,FERNANDO GUADALUPE,12,41.67
2321,FERNANDO MANUEL,12,39.33
2322,FRANCISCO HUMBERTO,12,38.75
2323,FRANCISCO ISRAEL,12,35.5
2324,GABRIEL HUMBERTO,12,42
2325,GERARDO RAFAEL,12,43.83
2326,GILBER,12,41.42
2327,GILBERTO JAVIER,12,45.08
2328,GUADALUPE JAVIER,12,45.08
2329,HECTOR ABRAHAM,12,43.17
2330,HECTOR ERNESTO,12,35.58
2331,HECTOR FABIAN,12,36.33
2332,HECTOR JOSE,12,41.42
2333,HECTOR M,12,46.42
2334,HUGO DAVID,12,35.08
2335,HUMBERTO ALEJANDRO,12,36.17
2336,IGNACIO ALEJANDRO,12,39.5
2337,J CARLOS,12,47.92
2338,J. ASUNCION,12,50.67
2339,J. REYES,12,51
2340,J.GUADALUPE,12,45.33
2341,JAIME ALFONSO,12,47.5
2342,JAIME ALONSO,12,38.46
2343,JAIME GABRIEL,12,42.83
2344,JAIME RAUL,12,38.17
2345,JAVIER IVAN,12,30.92
2346,JAVIER JESUS,12,42.92
2347,JAVIER OMAR,12,31.5
