_id,apellido,frec_pri,frec_seg
2090,TELESFORO,39,26
2091,TURRIZA,39,39
2092,TZUC,39,48
2093,VADILLO,39,36
2094,YEBRA,39,35
2095,ADRIAN,38,36
2096,AISPURO,38,48
2097,BASTARRACHEA,38,18
2098,BRETON,38,41
2099,BRIANO,38,44
2100,CASTILLEJA,38,33
2101,CIME,38,49
2102,CONCEPCION,38,74
2103,FERRAL,38,29
2104,GARIBO,38,47
2105,GENIS,38,38
2106,IRINEO,38,24
2107,LAVARIEGA,38,25
2108,MADARIAGA,38,52
2109,MARAÑON,38,38
2110,MEZQUITA,38,41
2111,MORON,38,35
2112,MUKUL,38,51
2113,NAJAR,38,44
2114,OLAYA,38,43
2115,QUIJAS,38,20
2116,RADILLO,38,23
2117,RIOJAS,38,39
2118,SAUZA,38,16
2119,SIQUEIROS,38,39
2120,TENA,38,49
2121,UITZ,38,45
2122,VILCHES,38,28
2123,VILLALON,38,59
2124,ZU#IGA,38,35
2125,ABUNDIZ,37,35
2126,AGUNDEZ,37,51
2127,ALDRETE,37,31
2128,ANALCO,37,46
2129,BARONA,37,15
2130,BATALLA,37,53
2131,BELMAN,37,36
2132,BERROCAL,37,24
2133,BORBOA,37,33
2134,CASADOS,37,53
2135,CASTAÏ¿½EDA,37,30
2136,CUADROS,37,42
2137,DIRZO,37,28
2138,FERNANDO,37,29
2139,FERREYRA,37,21
2140,FLORENCIO,37,51
2141,GALDAMEZ,37,54
2142,GUARDIOLA,37,19
2143,IRIARTE,37,34
2144,KUK,37,29
2145,LUEVANOS,37,29
2146,MARTAGON,37,26
2147,MONRROY,37,32
2148,MONTELLANO,37,33
2149,PALENCIA,37,31
2150,PE#A,37,37
2151,PERAL,37,26
2152,PINTADO,37,24
2153,PITA,37,45
2154,QUINONEZ,37,62
2155,QUITERIO,37,27
2156,ROMUALDO,37,26
2157,ROSILLO,37,45
2158,SALAIS,37,19
2159,SANTIN,37,48
2160,SIMA,37,49
2161,TORALES,37,29
2162,TOSCA,37,48
2163,TOSTADO,37,65
2164,VILLAMAR,37,45
2165,ALVIRDE,36,32
2166,ANCHEYTA,36,19
2167,ANGUAMEA,36,36
2168,BANOS,36,51
2169,BELMONT,36,35
2170,BERBER,36,35
2171,BURGUETE,36,59
2172,CALOCA,36,20
2173,CASTAÐEDA,36,45
2174,CHARGOY,36,42
2175,CLAVEL,36,69
2176,DAMASO,36,22
2177,DE AVILA,36,50
2178,DESALES,36,36
2179,GANDARILLA,36,47
2180,GOCOBACHI,36,33
2181,GOYTIA,36,31
2182,HIRALES,36,47
2183,LABRADA,36,24
2184,LADRON,36,27
2185,MAGANDA,36,28
2186,MALTOS,36,34
2187,OLIVOS,36,29
2188,PALE,36,61
2189,PINON,36,45
2190,RENOVATO,36,32
2191,SMITH,36,21
2192,SOLACHE,36,46
2193,TAVAREZ,36,24
2194,TLATEMPA,36,31
2195,VILLAFRANCA,36,29
2196,VILLAREAL,36,29
2197,ACOLTZI,35,40
2198,AZCONA,35,23
2199,BARCENA,35,29
2200,BARRA,35,28
2201,BARRIGA,35,71
2202,BATRES,35,43
2203,BAYARDO,35,24
2204,BORRAZ,35,59
2205,BRACAMONTE,35,29
2206,BRACHO,35,31
2207,CARDENA,35,36
2208,CONDADO,35,36
2209,CU,35,41
2210,DE HOYOS,35,53
2211,FAUSTINO,35,31
2212,GARIBALDI,35,44
2213,GUDINO,35,38
2214,JOACHIN,35,28
2215,LIBREROS,35,38
2216,LICON,35,29
2217,MARENTES,35,28
2218,MITRE,35,28
2219,MONTERROSA,35,45
2220,NI!O,35,30
2221,NOGUERA,35,31
2222,NUÑO,35,40
2223,OBESO,35,62
2224,PONCIANO,35,21
2225,REYNADA,35,13
2226,SAGAON,35,35
2227,SOLER,35,47
2228,SONDA,35,22
2229,TABAREZ,35,30
2230,TAMARIZ,35,21
2231,VINIEGRA,35,29
2232,ALDABA,34,16
2233,BONFIL,34,22
2234,CARBALLIDO,34,39
2235,CARRETERO,34,23
2236,CEDEÑO,34,33
2237,CHOLULA,34,23
2238,CRISTERNA,34,28
2239,CUEN,34,23
2240,DONJUAN,34,35
2241,ESPONDA,34,18
2242,FEREGRINO,34,37
2243,HERVER,34,34
2244,HUERTAS,34,37
2245,INIGUEZ,34,24
2246,LAMADRID,34,27
2247,LAVIN,34,40
2248,MICHUA,34,22
2249,MONRREAL,34,33
2250,MONTIJO,34,31
2251,NABOR,34,51
2252,NAFATE,34,24
2253,OAXACA,34,45
2254,OLASCOAGA,34,47
2255,OLMEDA,34,25
2256,PANO,34,29
2257,PATRACA,34,32
2258,PORCAYO,34,49
2259,SAN MARTIN,34,49
2260,SANGABRIEL,34,15
2261,SANTILLANA,34,21
2262,SERENO,34,17
2263,TAFOLLA,34,35
2264,VIZUET,34,25
2265,XICOHTENCATL,34,35
2266,AMPARAN,33,26
2267,ARGUIJO,33,49
2268,AÑORVE,33,24
2269,BOHORQUEZ,33,38
2270,BRISE%O,33,27
2271,BUELNA,33,41
2272,CAHUANTZI,33,28
2273,CANSINO,33,36
2274,CAÑAS,33,29
2275,CHAMPO,33,30
2276,COMONFORT,33,35
2277,DESIDERIO,33,22
2278,DOMINGUILLO,33,21
2279,DUE%AS,33,59
2280,ELORZA,33,31
2281,GACHUZ,33,34
2282,GALERA,33,39
2283,HUIDOBRO,33,23
2284,HUITZIL,33,28
2285,JARDINES,33,38
2286,KUMUL,33,37
2287,LAZARIN,33,17
2288,LORANCA,33,36
2289,MENENDEZ,33,34
2290,MESINO,33,14
2291,MONFORTE,33,32
2292,MONTALVAN,33,26
2293,MONTEON,33,40
2294,NARCIA,33,23
2295,PACHUCA,33,25
2296,PARCERO,33,26
2297,PASTEN,33,38
2298,PISTE,33,32
2299,PIÃ¿A,33,44
2300,POLICARPO,33,16
2301,RECINOS,33,36
2302,RICOY,33,22
2303,SALDA%A,33,37
2304,SALVATIERRA,33,32
2305,SIXTOS,33,37
2306,TEXIS,33,38
2307,TORRIJOS,33,26
2308,URQUIZA,33,57
2309,VERDEJA,33,18
2310,VILLAVERDE,33,36
2311,VITELA,33,39
2312,YAÃ¿EZ,33,34
2313,YEPIZ,33,35
2314,ABAN,32,36
2315,AGUINAGA,32,33
2316,AHEDO,32,17
2317,APOLONIO,32,45
2318,BAENA,32,46
2319,BUGARIN,32,37
2320,CAMAS,32,43
2321,CAMERAS,32,26
2322,CASALES,32,37
2323,CENOBIO,32,20
2324,CERRITOS,32,18
2325,CHIRINOS,32,32
2326,CIAU,32,39
2327,CRESCENCIO,32,22
2328,CUPIL,32,39
2329,DENIS,32,26
2330,ENCINOS,32,42
2331,FAUSTO,32,54
2332,GARCILAZO,32,35
2333,GARDUZA,32,34
2334,GARMA,32,35
2335,GERON,32,14
2336,GOROCICA,32,40
2337,GRAVE,32,17
2338,GUINTO,32,20
2339,LIÑAN,32,31
2340,LONA,32,43
2341,LONGINOS,32,24
2342,MEJORADA,32,31
2343,MEMIJE,32,41
2344,MONTERROSAS,32,24
2345,MONZALVO,32,34
2346,NATIVIDAD,32,37
2347,NICANOR,32,30
2348,OCAÃ¿A,32,24
2349,PALMEROS,32,56
2350,PERRUSQUIA,32,36
2351,POZAS,32,22
2352,PRUDENTE,32,43
2353,RAGA,32,17
2354,RICAÑO,32,28
2355,RONZON,32,36
2356,SALDAÏ¿½A,32,28
2357,SAN ROMAN,32,27
2358,SILVAS,32,41
2359,SUAZO,32,24
2360,TENANGO,32,25
2361,TEPEPA,32,29
2362,TORO,32,31
2363,TRUEBA,32,36
2364,TUT,32,37
2365,VALLADOLID,32,39
2366,VEJAR,32,49
2367,YEE,32,33
2368,ZENIL,32,31
2369,ADRIANO,31,22
2370,ALBAVERA,31,28
2371,AMORES,31,26
2372,ANDALON,31,16
2373,ANTE,31,31
2374,ATANACIO,31,19
2375,BAZA,31,39
2376,BOLIO,31,39
2377,CAHUM,31,35
2378,CAL Y MAYOR,31,25
2379,CAMBRON,31,25
2380,CAMPERO,31,31
2381,CAREAGA,31,39
2382,CARRIZOSA,31,54
2383,CECEÑA,31,34
2384,CERRITO,31,19
2385,CESAR,31,34
2386,CRISTINO,31,31
2387,CUAHUTLE,31,41
2388,CUATECONTZI,31,30
2389,DAVID,31,18
2390,DE LARA,31,51
2391,DE LOERA,31,31
2392,DE LUCIO,31,16
2393,DORIA,31,15
2394,FIMBRES,31,24
2395,GEORGE,31,27
2396,INCLAN,31,20
2397,IRRA,31,29
2398,JUNCO,31,35
2399,LIZCANO,31,41
2400,PACHO,31,19
2401,PLASENCIA,31,28
2402,PLAZOLA,31,32
2403,RGUEZ,31,31
2404,SABAS,31,22
2405,SESMA,31,32
2406,SIGUENZA,31,28
2407,TUYUB,31,30
2408,URQUIDEZ,31,25
2409,ALDUCIN,30,28
2410,ANZUETO,30,29
2411,AYORA,30,28
2412,BRIZUELA,30,43
2413,CABRIALES,30,15
2414,CALAN,30,29
2415,CARLIN,30,36
2416,CEJUDO,30,36
2417,CHAMU,30,27
2418,CHEVEZ,30,25
2419,COHETERO,30,28
2420,CONCHAS,30,24
2421,CONEJO,30,54
2422,DECENA,30,27
2423,DEVORA,30,29
2424,ELIGIO,30,53
2425,EMILIANO,30,43
2426,ESTEVES,30,52
2427,FLORIN,30,21
2428,GUADIAN,30,25
2429,HERBERT,30,33
2430,JAEN,30,24
2431,JEREZ,30,14
2432,LUPERCIO,30,35
2433,LURIA,30,25
2434,MANCINAS,30,59
2435,MINERO,30,21
2436,MOGOLLON,30,10
2437,MORALEZ,30,30
2438,NAVEZ,30,15
2439,NEGRON,30,19
2440,NEYOY,30,36
2441,NIEBLA,30,52
2442,OCANA,30,27
2443,ORBE,30,30
2444,ORENDAIN,30,13
2445,PALOMEC,30,44
2446,PESINA,30,56
2447,PINAL,30,20
2448,PITALUA,30,24
2449,POPOCATL,30,30
2450,REYNOSA,30,45
2451,SANTINI,30,31
2452,SOTERO,30,39
2453,TARIN,30,43
2454,VERONICA,30,18
2455,VIRUES,30,16
2456,ZERON,30,30
2457,ZUNUN,30,30
2458,ABONCE,29,37
2459,ALBORNOZ,29,26
2460,ANZALDO,29,26
2461,APREZA,29,45
2462,ARZETA,29,33
2463,BERNARDO,29,32
2464,BOCARDO,29,17
2465,BORBOLLA,29,19
2466,CAICEROS,29,7
2467,CALDERAS,29,14
2468,CANIZALEZ,29,36
2469,CARPINTEYRO,29,26
2470,CELEDON,29,36
2471,CERDAN,29,18
2472,CHAY,29,56
2473,CLETO,29,19
2474,DEL CAMPO,29,54
2475,DINORIN,29,53
2476,EHUAN,29,55
2477,EMETERIO,29,37
2478,FERMAN,29,29
2479,IBARRIA,29,25
2480,LUZ,29,57
2481,MARIA,29,403
2482,MARTIR,29,27
2483,MINJAREZ,29,21
2484,MOYAO,29,40
2485,MUCINO,29,30
2486,NILA,29,40
2487,OSTOS,29,27
2488,PERUSQUIA,29,37
2489,RIOJA,29,16
2490,ROSALINO,29,15
2491,SANTAELLA,29,26
2492,SAURI,29,15
2493,SERRA,29,32
2494,SOLEDAD,29,30
2495,TERRON,29,31
2496,VARONA,29,27
2497,VENZOR,29,20
2498,VILLAFAN,29,19
2499,VUELVAS,29,17
2500,YAÐEZ,29,37
2501,ZORRILLA,29,25
2502,ALAMILLO,28,34
2503,ALBITER,28,33
2504,ARCIGA,28,24
2505,ARMIJO,28,25
2506,ATONDO,28,25
2507,BA!OS,28,34
2508,BARCELO,28,34
2509,BELMARES,28,41
2510,BROCA,28,23
2511,CALIHUA,28,28
2512,CANTABRANA,28,9
2513,CASTA#EDA,28,37
2514,CENDEJAS,28,26
2515,DEL BOSQUE,28,40
2516,DEL VILLAR,28,33
2517,DIAS,28,23
2518,DURANTE,28,41
2519,EUFRACIO,28,17
2520,GANTE,28,13
2521,GARATE,28,30
2522,GOMORA,28,24
2523,GOROSTIETA,28,39
2524,GUIDO,28,30
2525,GUIJARRO,28,30
2526,ITURRALDE,28,34
2527,LACUNZA,28,12
2528,LEYTE,28,30
2529,MARTEL,28,19
2530,MAURO,28,18
2531,MENTADO,28,22
2532,MESINA,28,15
2533,MOLAR,28,40
2534,MORTERA,28,23
2535,NAVIDAD,28,24
2536,ORDO!EZ,28,47
2537,PILLADO,28,31
2538,PRUDENCIO,28,32
2539,RIESTRA,28,33
2540,SOMBRA,28,47
2541,SUSANO,28,32
2542,TECO,28,23
2543,TECOLAPA,28,11
2544,TITO,28,17
2545,TORRALBA,28,39
2546,ULIN,28,33
2547,VALERDI,28,17
2548,XICOTENCATL,28,29
2549,YA!EZ,28,40
2550,YBARRA,28,23
2551,ZAFRA,28,35
2552,ZARRAGA,28,12
2553,ANDA,27,26
2554,ARAUZ,27,19
2555,ARRIOJA,27,23
2556,BACASEGUA,27,27
2557,BAYLON,27,18
2558,BERRELLEZA,27,31
2559,CARI!O,27,29
2560,CASTELLANO,27,33
2561,CENTURION,27,44
2562,CERNAS,27,23
2563,CHULIM,27,17
2564,CUATEPOTZO,27,27
2565,CURA,27,24
2566,FERRAEZ,27,23
2567,FILIO,27,27
2568,FRAYRE,27,31
2569,GARCIDUEÑAS,27,13
2570,GENCHI,27,38
2571,GLEZ,27,40
2572,GUERECA,27,22
2573,HAM,27,20
2574,INES,27,20
2575,INIESTRA,27,16
2576,ISIORDIA,27,44
2577,LARRAÑAGA,27,18
2578,LLERENAS,27,20
2579,MACIP,27,19
2580,MAGALLAN,27,18
2581,MASCAREÑO,27,14
2582,MATADAMAS,27,29
2583,MAXIMINO,27,13
2584,MONSALVO,27,28
2585,MOZQUEDA,27,28
2586,MURGA,27,34
2587,NOVAS,27,15
2588,OROSCO,27,30
2589,PAUL,27,11
2590,PEGUEROS,27,14
2591,PEREIDA,27,26
2592,PIMIENTA,27,40
2593,QUI%ONES,27,26
2594,RAMALES,27,28
2595,RESENDIS,27,24
2596,RICALDE,27,31
2597,ROSTRO,27,24
2598,SALDA#A,27,20
2599,SANTIBANEZ,27,35
2600,SANVICENTE,27,23
2601,SILVANO,27,23
2602,TIENDA,27,22
2603,TURIJAN,27,19
2604,UITZIL,27,21
2605,UREÑA,27,38
2606,VALDESPINO,27,29
2607,VILLAFANA,27,25
2608,VILLANO,27,16
2609,XOTLANIHUA,27,22
2610,YERVES,27,10
2611,ZAMACONA,27,15
2612,ARIZAGA,26,25
2613,ARMENGOL,26,19
2614,ARRONIZ,26,27
2615,BARQUERA,26,19
2616,BAYONA,26,33
2617,BETANZO,26,9
2618,BIELMA,26,25
2619,CARRASQUEDO,26,21
2620,COUTIÑO,26,23
2621,DE GANTE,26,17
2622,DENA,26,12
2623,EB,26,15
2624,ELIZARRARAZ,26,34
2625,ESTUPIÑAN,26,18
2626,FABILA,26,34
2627,FEDERICO,26,24
2628,FISCAL,26,15
2629,GALAZ,26,31
2630,GORDIANO,26,22
2631,GUMETA,26,26
2632,LARUMBE,26,23
2633,LIBORIO,26,29
2634,LOPE,26,18
2635,MAGA#A,26,21
2636,MEDINILLA,26,13
2637,MERLO,26,21
2638,MIRAMON,26,29
2639,MOJARRO,26,19
2640,MOSCOSO,26,46
2641,NUNCIO,26,14
2642,ORTELA,26,25
2643,PANCARDO,26,0
2644,PAVIA,26,19
2645,PICOS,26,30
2646,PINALES,26,42
2647,PLACIDO,26,31
2648,POLA,26,38
2649,PORFIRIO,26,36
2650,PUCHETA,26,5
2651,RABANALES,26,27
2652,REVUELTA,26,31
2653,RUEDAS,26,35
2654,SARIÑANA,26,23
2655,SENA,26,23
2656,TEPOLE,26,47
2657,TEPOX,26,18
2658,TEXTA,26,36
2659,TIZAPA,26,15
2660,TLASECA,26,26
2661,TUXPAN,26,14
2662,URE%A,26,24
2663,VALLIN,26,19
2664,WILSON,26,25
2665,ALTAMIRA,25,16
2666,ANELL,25,40
2667,ARRAZATE,25,19
2668,ATRIANO,25,36
2669,AVELLANEDA,25,24
2670,BARCO,25,22
2671,BARTOLON,25,35
2672,BASTIAN,25,23
2673,BRAULIO,25,16
2674,BRICE#O,25,24
2675,BUITRON,25,39
2676,BURGOIN,25,22
2677,CAAMAÑO,25,16
2678,CARIÑO,25,40
2679,CASTAN,25,22
2680,CEBADA,25,25
2681,CRIOLLO,25,24
2682,DAMAS,25,47
2683,DE LA PARRA,25,21
2684,DEAQUINO,25,44
2685,DEL RAZO,25,29
2686,DONATO,25,24
2687,FERREL,25,20
2688,FLORIANO,25,18
2689,FRANQUEZ,25,27
2690,FUERTES,25,13
2691,GALLAGA,25,29
2692,GAMEROS,25,26
2693,GRANIEL,25,19
2694,HERREJON,25,13
2695,LANDETA,25,16
2696,LAVALLE,25,36
2697,MAGA!A,25,16
2698,MEDEROS,25,16
2699,MEMBRILLO,25,25
2700,MOLINAR,25,29
2701,MORANCHEL,25,13
2702,MULATO,25,24
2703,MUT,25,16
2704,MUZQUIZ,25,21
2705,NICASIO,25,23
2706,NURICUMBO,25,26
2707,OBANDO,25,24
2708,ORDOÃ¿EZ,25,22
2709,ORIGEL,25,15
2710,PRIOR,25,41
2711,PRUNEDA,25,14
2712,PUON,25,19
2713,QUESADA,25,25
2714,QUI!ONES,25,31
2715,RITO,25,36
2716,SAPIEN,25,17
2717,SEVERO,25,25
2718,SICAIROS,25,31
2719,TIERRABLANCA,25,21
2720,TORRUCO,25,25
2721,VIQUEZ,25,34
2722,VISOSO,25,21
2723,ZAVALZA,25,26
2724,ZENON,25,29
2725,ANGOA,24,26
2726,ANTUNA,24,29
2727,ARCADIA,24,17
2728,ARCEGA,24,29
2729,ARELLANOS,24,31
2730,BANDERA,24,37
2731,BEJAR,24,27
2732,BONOLA,24,9
2733,BORJON,24,16
2734,CABADA,24,27
2735,CAMPAÑA,24,18
2736,CAZARIN,24,21
2737,CEBRERO,24,40
2738,CHIO,24,27
2739,CITALAN,24,35
2740,COLCHADO,24,20
2741,COMPARAN,24,21
2742,CONTLA,24,12
2743,DE LA ROCHA,24,20
2744,DE LA SERNA,24,15
2745,ESPERON,24,6
2746,FERRA,24,36
2747,FERREIRO,24,12
2748,FERRUSCA,24,30
2749,GARDU!O,24,45
2750,GAVIA,24,11
2751,GODINES,24,23
2752,GUDIÃ¿O,24,24
2753,GUITRON,24,33
2754,HERNADEZ,24,25
2755,HESIQUIO,24,12
2756,IC,24,29
2757,INIESTA,24,18
2758,IX,24,27
2759,KURI,24,17
2760,LAZOS,24,32
2761,MACUIL,24,25
2762,MARGARITO,24,36
2763,MATURANO,24,19
2764,MAVIL,24,12
2765,MENEZ,24,23
2766,MERLOS,24,23
2767,MESTA,24,20
2768,MEXIA,24,15
2769,MICHACA,24,27
2770,MONJE,24,17
2771,NARRO,24,9
2772,NIEVA,24,13
2773,NIGENDA,24,26
2774,NORIA,24,39
2775,NUÐEZ,24,22
2776,ORDU!A,24,26
2777,PESCADOR,24,20
2778,PEÑUÑURI,24,22
2779,PONCE DE LEON,24,14
2780,QUEBRADO,24,16
2781,QUIRARTE,24,28
2782,RAZURA,24,16
2783,TENIENTE,24,27
2784,TLAPA,24,31
2785,TORAYA,24,12
2786,UNZUETA,24,27
2787,URANGA,24,13
2788,VERDEJO,24,36
2789,VINALAY,24,38
2790,ZANABRIA,24,19
2791,ZEQUERA,24,24
2792,ZOZAYA,24,20
2793,ABASCAL,23,19
2794,ACATITLA,23,22
2795,AMATECO,23,35
2796,ANACLETO,23,28
2797,AVI%A,23,28
2798,BAIZABAL,23,26
2799,BALLINA,23,39
2800,BAROJAS,23,26
2801,BASALDUA,23,36
2802,BATUN,23,26
2803,BENHUMEA,23,16
2804,BLANQUETO,23,30
2805,BORRAYO,23,14
2806,BUENTELLO,23,22
2807,CALLEROS,23,37
2808,CANDELA,23,15
2809,CARLON,23,27
2810,CARMEN,23,52
2811,CARPINTERO,23,19
2812,CARVALLO,23,30
2813,CASAREZ,23,35
2814,CHAGOLLA,23,22
2815,COLCHERO,23,14
2816,COTERO,23,22
2817,COVA,23,16
2818,ERAZO,23,30
2819,EVIA,23,25
2820,GAMAS,23,21
2821,HIJAR,23,11
2822,IBA!EZ,23,23
2823,ILDEFONSO,23,13
2824,INTERIANO,23,22
2825,ITURRIAGA,23,20
2826,LAVADORES,23,20
2827,LEDON,23,18
2828,LEONIDES,23,18
2829,MATU,23,23
2830,MECOTT,23,12
2831,MEDECIGO,23,21
2832,MEZQUITIC,23,16
2833,NANGO,23,22
2834,NICIO,23,13
2835,NIÏ¿½O,23,24
2836,NOGALES,23,48
2837,NOGUERON,23,18
2838,NOVA,23,28
2839,OLAZARAN,23,22
2840,ORELLANA,23,16
2841,PALOMAR,23,27
2842,PECERO,23,16
2843,PINELO,23,15
2844,PORTES,23,23
2845,QUINTAS,23,18
2846,RIVEROS,23,29
2847,RODELO,23,29
2848,RUPERTO,23,18
2849,SANTIESTEBAN,23,31
2850,SILGUERO,23,16
2851,SIXTO,23,41
2852,SOJO,23,12
2853,TICANTE,23,22
2854,TIERRAFRIA,23,15
2855,TRIGO,23,19
2856,URQUIZO,23,14
2857,US,23,22
2858,VIOLANTE,23,28
2859,VIZCAYA,23,24
2860,WENCES,23,36
2861,ALVITER,22,12
2862,ANTILLON,22,40
2863,APAEZ,22,20
2864,AROCHE,22,27
2865,AVENDA!O,22,27
2866,BACELIS,22,21
2867,BERRA,22,25
2868,BIBIAN,22,12
2869,BLANQUET,22,20
2870,CARACHURE,22,17
2871,CARAPIA,22,20
2872,CASTAÃ¿ON,22,23
2873,CASTAÏ¿½ON,22,9
2874,CASTILLERO,22,26
2875,CATZIM,22,18
2876,CELIO,22,16
2877,CHONA,22,31
2878,COLLINS,22,19
2879,CORTE,22,31
2880,COTE,22,22
2881,CUMPLIDO,22,11
2882,DE COSS,22,18
2883,DE LA RIVA,22,29
2884,DONDIEGO,22,44
2885,DORAME,22,28
2886,EROSA,22,24
2887,GERVASIO,22,10
2888,GUEMES,22,17
2889,LAGARDA,22,26
2890,LAZALDE,22,14
2891,LIZARDI,22,41
2892,MACHAIN,22,19
2893,MALVAEZ,22,42
2894,MARINA,22,25
2895,MAULEON,22,19
2896,MESTIZA,22,14
2897,MONTECILLO,22,12
2898,MOYEDA,22,19
2899,NERY,22,13
2900,OCEJO,22,24
2901,ORTUÑO,22,26
2902,PARRAL,22,27
2903,PASTENES,22,7
2904,PEDRERO,22,26
2905,PETO,22,10
2906,PICON,22,41
2907,QUILANTAN,22,17
2908,ROSSANO,22,16
2909,SAGUILAN,22,30
2910,SANDEZ,22,34
2911,SOLANA,22,30
2912,TISCAREÑO,22,33
2913,TLATENCHI,22,14
2914,TOLOSA,22,18
2915,TOTO,22,22
2916,TOXQUI,22,19
2917,UREIRO,22,16
2918,VANOYE,22,22
2919,VILLAZANA,22,21
2920,XOCUA,22,33
2921,YERENA,22,36
2922,AGRAZ,21,19
2923,AGUNDIS,21,15
2924,ALVISO,21,19
2925,ANDREW,21,17
2926,BALEON,21,9
2927,BARREDO,21,26
2928,BORUNDA,21,18
2929,BRAGA,21,20
2930,CAMPOSECO,21,23
2931,CANDANEDO,21,20
2932,CARNALLA,21,27
2933,CARRADA,21,20
2934,CASTAÃ¿EDA,21,21
2935,CASTAÑOS,21,15
2936,CEDENO,21,26
2937,CIH,21,19
2938,CIRIACO,21,43
2939,DE LA TOBA,21,14
2940,DERAS,21,26
2941,ELENES,21,27
2942,ERIVES,21,21
2943,ESPANA,21,24
2944,GARCÍA,21,16
2945,GAUCIN,21,19
2946,GAZGA,21,29
2947,HUICAB,21,24
2948,LAINES,21,20
2949,LEANDRO,21,23
2950,LEVARIO,21,15
2951,LÓPEZ,21,23
2952,MADRAZO,21,13
2953,MALERVA,21,24
2954,MELECIO,21,12
2955,MELENDRES,21,20
2956,MINJARES,21,25
2957,MIRAFUENTES,21,28
2958,MONJARDIN,21,15
2959,MU%IZ,21,14
2960,OCADIZ,21,23
2961,ORDO%EZ,21,20
2962,ORDU!O,21,13
2963,OVILLA,21,28
2964,PADUA,21,10
2965,PEQUEÑO,21,29
2966,PICASSO,21,20
2967,PRESTEGUI,21,25
2968,QUIAHUA,21,16
2969,RAVELL,21,8
2970,RECENDIZ,21,25
2971,RODELA,21,15
2972,SANTA CRUZ,21,11
2973,SARAO,21,16
2974,SARELLANO,21,8
2975,SARTILLO,21,27
2976,SAYNES,21,21
2977,SERAPIO,21,16
2978,SILERIO,21,13
2979,SOBRINO,21,12
2980,SOLORZA,21,19
2981,SORCIA,21,12
2982,TEHOZOL,21,14
2983,TERCERO,21,29
2984,TEYSSIER,21,9
2985,TRASVIÑA,21,29
2986,TRILLO,21,15
2987,TZOMPANTZI,21,21
2988,VALOIS,21,11
2989,VIANA,21,15
2990,VILLAFRANCO,21,15
2991,XALA,21,17
2992,XALTENO,21,18
2993,XOCHICALE,21,28
2994,ZONGUA,21,7
2995,ZUBIA,21,31
2996,ZUÐIGA,21,16
2997,ALBA!IL,20,10
2998,ALMODOVAR,20,17
2999,AMECA,20,15
3000,ANORVE,20,14
3001,ANRUBIO,20,16
3002,ARECHEGA,20,9
3003,ARRAMBIDE,20,15
3004,BALANDRAN,20,22
3005,BALTIERRA,20,27
3006,BENAVENTE,20,15
3007,BERMAN,20,6
3008,BUTANDA,20,30
3009,CACIQUE,20,24
3010,CANEPA,20,19
3011,CARRE!O,20,8
3012,CELEDONIO,20,12
3013,CHORA,20,32
3014,CIRILO,20,45
3015,COPALCUA,20,5
3016,CRISANTOS,20,26
3017,ESPINOLA,20,31
3018,ESPIRICUETA,20,18
3019,GARRAFA,20,20
3020,GASGA,20,18
3021,IXMATLAHUA,20,9
3022,LAPARRA,20,24
3023,LEGASPI,20,16
3024,MACARENO,20,17
3025,MARFIL,20,34
3026,MARURI,20,16
3027,MATEHUALA,20,22
3028,MESINAS,20,19
3029,MITZI,20,7
3030,MONDACA,20,22
3031,MONTANTES,20,11
3032,MORAL,20,13
3033,NEIRA,20,12
3034,NETZAHUALCOYOTL,20,9
3035,NOVERON,20,10
3036,NOYA,20,10
3037,NUNO,20,12
3038,OLIVARRIA,20,21
3039,ORDUNA,20,31
3040,OTAMENDI,20,13
3041,OÑATE,20,22
3042,PANFILO,20,15
3043,PIZANA,20,17
3044,QUEN,20,20
3045,QUIROS,20,21
3046,RETAMA,20,35
3047,SALMORAN,20,32
3048,SAN MIGUEL,20,11
3049,SANTELIZ,20,35
3050,SIMUTA,20,24
3051,TEZOCO,20,18
3052,TON,20,23
3053,TZEEK,20,17
3054,VENOSA,20,6
3055,VILLAMONTE,20,22
3056,VILLASECA,20,11
3057,WILLIAMS,20,20
3058,YEDRA,20,16
3059,ABAROA,19,13
3060,ALCAIDE,19,13
3061,ALMENDRA,19,14
3062,ALMONTE,19,25
3063,ALVIZAR,19,7
3064,ARCHILA,19,33
3065,ARREORTUA,19,9
3066,ARZALUZ,19,14
3067,ARZAPALO,19,31
3068,BANDERAS,19,23
3069,BAROCIO,19,7
3070,BARREIRO,19,11
3071,BEDOY,19,17
3072,BERMEO,19,10
3073,BOLAÏ¿½OS,19,10
3074,BRETADO,19,11
3075,BURELO,19,12
3076,CALERO,19,6
3077,CANARE,19,23
3078,CANIZAL,19,14
3079,CARDE%A,19,18
3080,CASARES,19,18
3081,CHECA,19,22
3082,CHINCOYA,19,17
3083,CINCO,19,15
3084,COLOHUA,19,17
3085,CONRADO,19,20
3086,CONSTANTE,19,13
3087,CORCHADO,19,26
3088,CUREÑO,19,11
3089,DE LOS ANGELES,19,23
3090,DEANDA,19,20
3091,DEL MONTE,19,6
3092,DEMESA,19,21
3093,DONLUCAS,19,9
3094,EQUIHUA,19,5
3095,ESCRIBANO,19,17
3096,GARDUÐO,19,15
3097,GRADILLA,19,33
3098,GUAPO,19,11
3099,IMPERIAL,19,15
3100,IRETA,19,18
3101,ISAIS,19,19
3102,JACQUEZ,19,19
3103,JAVALERA,19,24
3104,JUSAINO,19,8
